"age","sex","category","population"
94,"Naiset","v2010",7
94,"Naiset","v2024",3
95,"Naiset","v1990",0
95,"Naiset","v2010",4
95,"Naiset","v2024",6
96,"Naiset","v1990",0
96,"Naiset","v2010",2
96,"Naiset","v2024",3
97,"Naiset","v1990",0
97,"Naiset","v2010",1
97,"Naiset","v2024",0
98,"Naiset","v1990",1
98,"Naiset","v2010",0
98,"Naiset","v2024",2
99,"Naiset","v1990",0
99,"Naiset","v2010",2
99,"Naiset","v2024",1
100,"Naiset","v1990",0
100,"Naiset","v2010",3
100,"Naiset","v2024",1
