"source","target","value"
"Pälkäne","Hämeenlinna",1
"Pälkäne","Kangasala",2
"Pälkäne","Padasjoki",1
"Pälkäne","Pori",3
"Pälkäne","Tampere",10
"Pälkäne","Valkeakoski",2
"Pälkäne","Virrat",1
"Hattula","Pälkäne",1
"Hämeenlinna","Pälkäne",1
"Kangasala","Pälkäne",5
"Lahti","Pälkäne",3
"Nurmijärvi","Pälkäne",2
"Tampere","Pälkäne",3
